state,account_length,area_code,phone_number,intl_plan,voice_mail_plan,total_day_calls,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churned
WA,76,510, 345-6961,yes,no,110,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0,True
ID,103,415, 346-5992,no,no,151,148.0,56,12.58,168.2,109,7.57,15.8,3,4.27,6,True
CT,87,415, 402-3908,no,no,83,134.1,106,11.4,189.1,84,8.51,9.3,2,2.51,0,True
OK,35,510, 350-2340,no,yes,76,177.6,98,15.1,228.0,136,10.26,5.0,3,1.35,2,False
IA,88,415, 410-2015,no,no,67,165.1,127,14.03,141.5,142,6.37,10.8,3,2.92,1,False
NE,67,415, 380-3311,no,yes,86,160.6,93,13.65,155.3,108,6.99,13.4,1,3.62,0,False
ID,77,510, 399-7029,no,yes,89,223.5,97,19.0,148.4,106,6.68,9.7,9,2.62,2,False
OR,124,510, 337-3868,no,no,108,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,1,False
SD,30,415, 354-8088,no,no,107,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,0,False
DE,53,415, 416-9723,no,yes,63,227.4,125,19.33,178.9,105,8.05,12.8,2,3.46,2,False
WA,152,510, 337-4403,no,no,84,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19,1,False
CT,100,510, 416-1536,yes,no,98,86.8,122,7.38,156.2,117,7.03,9.7,4,2.62,1,False
MN,59,408, 386-3796,no,yes,120,202.9,136,17.25,213.5,95,9.61,8.8,5,2.38,1,False
WA,143,510, 340-4989,no,no,120,285.9,104,24.3,182.5,85,8.21,6.9,4,1.86,3,False
PA,142,510, 340-6221,no,yes,101,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,False
ID,105,408, 363-3469,no,no,96,253.4,117,21.54,154.0,101,6.93,10.5,9,2.84,1,False
MS,111,408, 345-3787,no,no,90,294.6,72,25.04,260.1,121,11.7,10.8,3,2.92,1,True
WA,143,510, 362-3107,no,no,107,223.9,117,19.03,180.4,85,8.12,10.2,13,2.75,1,False
DC,93,408, 345-1994,no,yes,123,189.7,83,16.12,240.3,107,10.81,11.7,2,3.16,0,False
KY,79,415, 377-5417,no,no,135,186.4,87,15.84,126.9,112,5.71,10.4,5,2.81,2,False
OH,68,415, 369-8574,yes,yes,92,275.9,98,23.45,214.5,108,9.65,14.2,6,3.83,3,True
TN,93,510, 344-6847,yes,no,114,276.0,127,23.46,196.2,48,8.83,11.4,3,3.08,1,False
ID,103,415, 391-7528,no,no,134,134.5,112,11.43,168.8,164,7.6,12.0,6,3.24,2,False
WV,144,510, 393-6053,no,yes,86,121.8,123,10.35,221.5,122,9.97,3.7,4,1.0,0,False
WI,93,415, 392-6286,no,no,141,215.5,107,18.32,262.4,111,11.81,12.0,7,3.24,1,False
OK,149,510, 365-9079,yes,no,79,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3,False
WV,23,510, 399-3089,no,yes,84,161.5,96,13.73,294.6,107,13.26,9.4,6,2.54,1,False
SD,221,510, 365-2192,no,yes,85,224.1,92,19.05,205.7,103,9.26,2.4,3,0.65,0,False
KS,164,510, 394-3051,no,yes,100,230.0,121,19.55,206.3,66,9.28,13.2,8,3.56,1,False
NC,104,415, 357-2429,no,yes,66,213.6,65,18.16,193.0,108,8.69,13.4,9,3.62,2,False
NY,150,415, 421-6268,no,yes,72,332.8,170,28.29,213.8,105,9.62,8.8,2,2.38,2,False
WI,184,408, 401-5915,no,yes,76,253.6,105,21.56,149.3,93,6.72,10.2,5,2.75,0,False
SC,88,408, 348-6057,no,no,94,251.7,118,21.39,182.2,99,8.2,8.5,6,2.3,1,False
UT,61,415, 349-3843,yes,yes,119,171.7,83,14.59,250.9,114,11.29,11.7,6,3.16,3,False
NC,110,408, 396-5561,no,no,145,202.3,101,17.2,256.0,96,11.52,16.7,2,4.51,2,False
IN,115,415, 370-9622,no,no,101,276.8,60,23.53,213.4,82,9.6,12.3,4,3.32,3,True
AR,33,408, 371-9602,no,no,81,194.6,96,16.54,211.2,87,9.5,8.4,3,2.27,2,False
ME,100,510, 351-2815,no,no,117,194.0,111,16.49,262.7,111,11.82,7.5,4,2.03,2,True
NY,209,415, 369-8703,no,no,105,188.6,87,16.03,200.8,95,9.04,10.7,2,2.89,0,False
OR,27,510, 355-2840,no,no,81,210.8,101,17.92,165.4,87,7.44,15.0,6,4.05,5,False
IL,117,415, 372-1115,no,no,86,212.3,96,18.05,176.9,98,7.96,7.8,10,2.11,1,False
MA,87,408, 337-2986,no,no,79,182.6,105,15.52,143.1,90,6.44,4.2,14,1.13,1,False
CT,129,510, 404-3238,no,yes,89,180.6,95,15.35,245.0,83,11.03,6.6,5,1.78,1,False
WI,142,510, 397-4968,no,no,102,168.2,110,14.3,197.3,120,8.88,9.9,3,2.67,1,False
OK,112,415, 327-1058,no,no,79,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7,0,False
DE,75,510, 419-9509,no,yes,96,164.1,111,13.95,169.6,153,7.63,2.5,5,0.68,1,False
AZ,97,408, 349-7282,no,yes,101,212.0,85,18.02,175.2,138,7.88,4.9,2,1.32,3,False
AK,121,408, 382-5743,no,yes,95,216.9,66,18.44,112.4,125,5.06,7.5,8,2.03,0,False
MI,142,415, 358-2694,yes,no,140,228.6,119,19.43,152.9,88,6.88,10.9,7,2.94,1,False
WA,121,510, 378-1884,no,no,93,266.9,97,22.69,197.7,118,8.9,8.8,3,2.38,3,True
SD,87,415, 330-1627,no,yes,99,235.3,81,20.0,215.3,95,9.69,10.2,7,2.75,2,False
SD,34,408, 392-5716,no,no,65,280.4,99,23.83,292.4,105,13.16,5.0,3,1.35,1,False
AK,177,415, 384-6132,yes,no,118,172.3,73,14.65,191.9,87,8.64,11.3,2,3.05,1,True
MA,58,415, 359-2740,no,yes,111,236.7,109,20.12,264.0,118,11.88,8.4,2,2.27,0,False
AR,113,415, 338-6714,yes,no,112,131.7,94,11.19,169.5,106,7.63,10.3,9,2.78,5,True
KS,101,415, 347-9968,no,no,87,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94,1,False
OR,89,415, 343-3399,no,no,101,122.1,94,10.38,180.8,85,8.14,12.6,2,3.4,3,False
NC,77,408, 334-6129,yes,yes,117,236.3,86,20.09,203.5,101,9.16,11.9,2,3.21,0,True
OK,146,510, 377-4975,no,no,104,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,4,True
NJ,93,415, 405-3533,no,no,85,216.6,95,18.41,233.0,82,10.49,11.5,3,3.11,0,False
OH,160,415, 337-9326,no,no,66,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16,0,False
NM,55,415, 338-6556,no,no,103,279.6,114,23.77,180.0,74,8.1,13.5,4,3.65,0,False
OH,88,408, 354-3040,no,no,105,161.1,121,13.69,194.4,123,8.75,9.2,4,2.48,2,False
MI,63,510, 396-1278,no,no,87,225.3,87,19.15,194.3,93,8.74,11.7,3,3.16,0,False
KS,127,415, 354-6810,no,yes,69,177.2,105,15.06,207.6,102,9.34,9.0,4,2.43,1,False
IL,57,415, 403-6237,no,yes,105,283.2,83,24.07,228.1,77,10.26,14.7,5,3.97,1,False
RI,138,510, 411-6823,yes,no,61,187.2,60,15.91,146.2,114,6.58,11.0,4,2.97,2,True
AR,115,408, 338-1400,no,no,115,153.6,106,13.06,232.3,65,10.45,17.0,1,4.59,3,False
NY,171,415, 412-6245,no,no,110,198.1,109,16.84,292.7,131,13.17,13.3,5,3.59,2,False
WY,148,408, 377-3417,no,no,115,191.8,91,16.3,117.8,93,5.3,13.4,5,3.62,2,False
NC,127,510, 343-2597,no,no,79,221.5,114,18.83,113.8,118,5.12,15.0,2,4.05,1,False
OR,61,415, 388-8282,no,no,76,216.7,108,18.42,130.6,122,5.88,13.9,2,3.75,1,False
VT,131,415, 416-8394,no,no,73,171.9,116,14.61,131.1,94,5.9,7.3,6,1.97,1,False
SD,88,408, 343-6643,no,no,107,262.4,84,22.3,139.2,99,6.26,10.1,5,2.73,1,False
DC,130,510, 330-4364,no,no,81,200.3,110,17.03,202.5,103,9.11,6.0,1,1.62,2,False
RI,89,415, 414-1537,no,yes,98,207.2,67,17.61,214.5,126,9.65,5.9,2,1.59,0,False
ID,82,415, 408-1913,no,no,83,229.7,74,19.52,251.7,99,11.33,11.0,6,2.97,3,True
OK,138,510, 406-5532,no,yes,139,268.3,79,22.81,186.4,71,8.39,9.7,4,2.62,3,False
MN,115,415, 417-7722,no,no,92,244.9,107,20.82,190.9,96,8.59,8.8,3,2.38,1,False
WA,84,415, 367-5226,no,no,100,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,2,True
WV,117,510, 344-5766,yes,no,121,249.5,104,21.21,162.8,115,7.33,10.5,5,2.84,1,False
NH,60,415, 405-1370,no,no,67,208.0,68,17.68,181.2,101,8.15,12.8,6,3.46,2,False
WI,62,415, 368-9073,no,no,84,238.7,99,20.29,238.4,79,10.73,12.5,1,3.38,2,False
MD,133,510, 373-7974,no,no,141,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48,2,True
IN,131,408, 371-4633,no,no,108,167.4,91,14.23,322.2,109,14.5,14.7,8,3.97,3,False
IN,65,408, 336-4960,no,no,109,217.5,117,18.49,125.6,111,5.65,8.0,5,2.16,1,False
NY,120,510, 405-5083,no,yes,115,163.7,91,13.91,242.9,121,10.93,0.0,0,0.0,1,False
OR,142,510, 392-1105,no,yes,114,146.0,106,12.41,241.4,98,10.86,8.8,2,2.38,1,False
OK,134,415, 378-2397,no,no,115,126.5,96,10.75,238.5,125,10.73,10.0,9,2.7,2,False
WI,87,415, 331-4184,no,no,97,164.5,97,13.98,282.5,132,12.71,10.6,6,2.86,2,False
NJ,139,415, 376-2408,no,yes,85,222.3,82,18.9,148.0,105,6.66,8.3,5,2.24,2,False
AR,76,408, 345-3614,no,no,140,238.2,133,20.25,271.8,116,12.23,10.0,3,2.7,4,True
UT,100,408, 370-9296,no,no,122,182.5,92,15.51,274.9,92,12.37,5.1,8,1.38,1,False
DC,99,415, 402-5076,no,yes,71,203.4,58,17.29,234.0,115,10.53,7.7,4,2.08,3,False
AK,99,510, 401-7334,no,no,96,246.5,130,20.95,198.4,117,8.93,12.4,4,3.35,3,False
AZ,48,415, 409-3428,no,yes,109,224.7,94,19.1,174.3,122,7.84,13.2,2,3.56,1,False
KS,57,415, 362-2067,no,no,117,115.2,149,9.79,182.4,92,8.21,11.8,7,3.19,0,False
OH,106,415, 352-2270,no,yes,105,222.2,109,18.89,158.4,96,7.13,13.1,8,3.54,0,False
KS,170,415, 404-5840,no,yes,119,135.0,90,11.48,184.6,49,8.31,10.9,3,2.94,4,True
SC,78,415, 360-3126,no,no,105,286.1,90,24.32,247.6,113,11.14,4.9,9,1.32,1,False
TN,39,408, 364-8731,no,no,110,114.7,116,9.75,104.7,83,4.71,13.2,5,3.56,1,False
CA,127,510, 388-4331,no,no,128,187.0,77,15.9,218.5,95,9.83,0.0,0,0.0,0,False
MI,119,510, 335-7324,yes,yes,119,223.6,133,19.01,150.0,94,6.75,13.9,20,3.75,1,True
IN,114,408, 362-8886,no,no,85,87.8,110,7.46,166.2,122,7.48,11.7,4,3.16,1,False
RI,95,408, 410-4882,no,no,133,215.3,98,18.3,188.9,87,8.5,9.1,4,2.46,0,False
MO,116,408, 371-1139,no,no,106,208.6,137,17.73,198.0,92,8.91,12.3,3,3.32,1,False
TN,110,415, 391-5516,no,no,88,170.0,96,14.45,128.7,57,5.79,11.7,5,3.16,1,False
CT,74,510, 380-3186,no,no,77,205.1,111,17.43,154.9,109,6.97,9.0,2,2.43,1,False
ME,148,408, 347-9995,no,yes,84,165.8,84,14.09,160.6,80,7.23,11.3,3,3.05,1,False
MD,83,510, 340-9013,no,no,70,239.3,115,20.34,144.4,112,6.5,12.3,4,3.32,1,False
NC,73,408, 362-8378,no,no,95,149.2,143,12.68,201.4,113,9.06,11.0,4,2.97,2,False
SC,111,415, 418-8969,no,yes,94,228.3,116,19.41,166.7,108,7.5,7.1,3,1.92,1,False
CA,84,415, 417-1488,no,no,113,202.2,90,17.19,156.8,103,7.06,10.4,4,2.81,0,True
LA,75,510, 358-9898,yes,no,78,210.8,99,17.92,153.5,100,6.91,7.8,3,2.11,1,False
WI,114,415, 373-7308,no,yes,88,155.7,125,13.23,247.6,94,11.14,11.5,7,3.11,2,False
IL,71,510, 330-7137,yes,no,114,198.6,140,16.88,206.5,80,9.29,13.8,5,3.73,4,True
IN,58,415, 406-8445,no,yes,127,238.8,85,20.3,174.2,86,7.84,11.5,7,3.11,2,False
AL,106,408, 404-5283,no,yes,131,203.9,131,17.33,229.5,73,10.33,8.1,3,2.19,1,False
OK,172,408, 398-3632,no,no,109,234.0,123,19.89,160.7,65,7.23,17.8,4,4.81,4,False
IA,45,415, 399-5763,no,no,87,165.7,97,14.08,265.9,72,11.97,13.3,6,3.59,1,False
VT,100,408, 340-9449,yes,no,112,225.7,102,19.18,255.3,95,11.49,12.0,4,3.24,4,False
NY,94,415, 363-1123,no,no,91,92.0,107,7.82,224.8,108,10.12,13.6,17,3.67,2,False
LA,128,415, 361-2170,no,no,94,283.3,83,24.08,188.3,124,8.47,6.9,5,1.86,2,False
SC,181,408, 406-6304,no,no,130,144.4,93,12.27,262.4,110,11.81,14.2,4,3.83,2,False
ID,127,408, 392-5090,no,no,128,143.7,95,12.21,191.4,97,8.61,10.0,5,2.7,1,False
MO,89,415, 373-7713,no,no,81,233.7,74,19.86,131.9,120,5.94,9.1,4,2.46,1,False
ME,149,415, 392-1376,no,yes,106,114.5,106,9.73,178.3,98,8.02,6.5,4,1.76,0,False
MS,103,510, 390-6388,no,yes,111,219.1,96,18.62,220.3,108,9.91,12.3,9,3.32,0,False
SD,163,415, 379-7290,yes,no,90,188.5,113,16.02,211.1,94,9.5,7.8,8,2.11,1,False
OK,52,415, 397-9928,no,no,131,300.5,118,25.54,192.5,106,8.66,11.6,4,3.13,2,False
WY,89,415, 378-6924,no,no,99,209.9,115,17.84,280.9,112,12.64,15.9,6,4.29,3,False
GA,122,510, 411-5677,yes,no,101,196.4,77,16.69,120.1,133,5.4,9.7,4,2.62,4,True
VT,60,415, 400-2738,no,no,118,85.0,110,7.23,210.1,134,9.45,13.2,8,3.56,3,False
MD,62,408, 409-1856,no,no,105,265.5,122,22.57,180.5,72,8.12,11.5,2,3.11,4,True
IN,117,415, 362-5899,no,no,126,249.3,97,21.19,227.0,56,10.22,13.6,3,3.67,5,True
WV,159,415, 377-1164,no,no,114,197.7,105,16.8,193.7,82,8.72,11.6,4,3.13,1,False
OH,78,408, 368-8555,no,no,99,116.9,88,9.94,243.3,109,10.95,9.3,4,2.51,2,False
OH,96,415, 347-6812,no,no,128,284.8,87,24.21,178.9,92,8.05,14.9,7,4.02,1,False
SC,79,415, 348-3830,no,no,98,189.7,68,16.12,221.4,128,9.96,11.8,5,3.19,2,False
AZ,192,415, 414-4276,no,yes,77,215.5,126,18.32,279.1,83,12.56,9.9,6,2.67,2,False
WV,68,415, 370-3271,no,no,57,153.4,55,13.04,191.3,123,8.61,9.6,4,2.59,3,False
RI,28,510, 328-8230,no,no,109,288.8,58,24.55,191.9,91,8.64,14.1,6,3.81,2,False
CT,184,510, 364-6381,yes,no,105,159.6,84,13.57,139.2,137,6.26,5.0,10,1.35,2,False
TN,74,415, 400-4344,no,yes,113,265.9,82,22.6,241.4,77,10.86,13.7,4,3.7,0,False
HI,101,510, 354-8815,no,no,123,211.9,73,18.01,236.0,73,10.62,10.6,3,2.86,3,False
MT,137,510, 381-7211,no,no,86,244.8,139,20.81,94.2,81,4.24,9.5,7,2.57,0,False
OH,103,408, 411-9481,no,yes,95,237.3,105,20.17,300.3,127,13.51,13.7,6,3.7,1,False
NM,99,415, 418-9100,no,no,123,126.4,88,10.74,220.6,82,9.93,15.7,2,4.24,1,False
SC,108,415, 413-3643,no,no,78,124.0,101,10.54,204.5,107,9.2,7.7,4,2.08,2,False
IA,117,415, 375-6180,no,no,85,141.6,68,12.04,223.0,90,10.04,6.9,5,1.86,1,False
ND,63,415, 348-8073,no,yes,124,214.3,125,18.22,260.3,120,11.71,12.9,3,3.48,1,False
LA,94,408, 359-9881,no,no,97,224.5,112,19.08,310.8,106,13.99,11.1,6,3.0,0,False
MO,138,510, 353-6954,no,no,117,126.8,46,10.78,190.5,71,8.57,9.9,4,2.67,2,False
TX,128,415, 403-4933,no,yes,100,147.3,89,12.52,194.2,92,8.74,11.9,1,3.21,0,False
AR,113,510, 360-3811,no,yes,77,164.1,90,13.95,159.7,100,7.19,9.0,4,2.43,1,False
TX,140,415, 353-1755,no,no,109,197.6,116,16.8,219.8,94,9.89,10.5,2,2.84,1,False
ME,102,415, 372-8233,no,no,86,156.0,97,13.26,227.9,124,10.26,10.6,9,2.86,1,False
ND,108,415, 371-5951,no,no,86,114.9,101,9.77,177.8,119,8.0,7.2,6,1.94,3,False
DE,60,408, 381-5937,no,no,77,207.9,105,17.67,108.2,89,4.87,12.9,5,3.48,1,False
MN,96,408, 357-1784,no,no,93,189.2,107,16.08,279.6,90,12.58,7.4,2,2.0,1,False
KS,178,415, 350-8209,no,yes,66,232.6,100,19.77,194.8,119,8.77,14.3,3,3.86,1,False
MN,75,415, 400-5627,no,no,124,228.0,81,19.38,254.3,106,11.44,11.7,3,3.16,1,False
NC,106,415, 365-2473,no,yes,105,240.5,108,20.44,159.4,114,7.17,13.9,5,3.75,4,False
HI,158,510, 357-3134,no,no,121,208.1,97,17.69,228.1,99,10.26,7.1,9,1.92,1,False
NV,111,415, 396-8198,no,yes,142,159.1,104,13.52,167.9,98,7.56,14.7,5,3.97,1,False
CO,102,510, 382-1445,no,no,88,167.6,106,14.25,177.3,95,7.98,9.8,2,2.65,3,False
TN,92,510, 391-3827,no,yes,99,313.6,120,26.66,135.5,104,6.1,9.3,8,2.51,2,False
DE,42,415, 365-4330,no,yes,101,233.4,104,19.84,174.2,121,7.84,11.0,3,2.97,2,False
OH,69,415, 328-6124,no,no,111,165.3,104,14.05,235.1,80,10.58,5.2,5,1.4,1,False
OR,117,415, 328-1642,no,yes,94,245.6,71,20.88,269.3,125,12.12,9.2,1,2.48,3,False
NE,76,415, 419-9753,no,yes,110,172.7,97,14.68,186.3,78,8.38,10.1,5,2.73,0,False
ID,72,415, 413-5754,yes,no,110,240.0,70,20.4,333.5,105,15.01,11.1,6,3.0,0,False
WY,115,415, 373-8390,yes,yes,125,157.9,100,13.42,249.4,96,11.22,10.1,3,2.73,1,False
MD,68,408, 359-5139,no,no,106,199.0,131,16.92,109.7,103,4.94,12.3,3,3.32,3,False
WY,60,510, 359-8799,yes,yes,125,110.4,107,9.38,210.7,115,9.48,9.1,5,2.46,3,False
AZ,97,415, 416-8332,no,no,74,233.8,88,19.87,208.7,79,9.39,12.6,3,3.4,2,False
IA,92,415, 350-4349,no,no,131,175.7,128,14.93,192.7,119,8.67,10.0,3,2.7,3,False
VT,178,510, 369-6937,no,no,112,276.6,91,23.51,169.7,101,7.64,10.1,7,2.73,3,False
KS,90,415, 413-9854,no,yes,104,257.1,109,21.85,177.7,89,8.0,11.0,1,2.97,1,False
MS,72,510, 392-3989,no,no,76,212.4,126,18.05,200.2,132,9.01,12.0,3,3.24,2,False
CA,73,415, 378-8356,no,no,113,179.7,75,15.27,172.8,71,7.78,10.7,2,2.89,1,True
OH,54,415, 334-9483,no,no,122,22.3,87,1.9,152.6,72,6.87,11.1,6,3.0,0,False
NE,161,415, 329-1253,no,no,125,279.4,78,23.75,181.0,85,8.15,13.4,6,3.62,1,False
CA,125,510, 376-8749,yes,no,112,155.7,126,13.23,246.0,110,11.07,8.3,1,2.24,2,True
OR,194,415, 403-2167,no,no,76,306.0,88,26.01,241.8,106,10.88,13.6,4,3.67,1,True
MT,69,510, 399-2766,no,yes,106,161.7,94,13.74,188.6,82,8.49,12.5,6,3.38,1,False
WI,141,415, 365-5972,no,yes,127,185.1,106,15.73,220.0,78,9.9,11.0,4,2.97,2,False
SD,98,415, 398-6972,no,no,65,138.6,97,11.78,381.6,99,17.17,10.2,4,2.75,2,True
OH,110,510, 387-4946,no,no,91,236.5,127,20.1,194.9,114,8.77,9.5,8,2.57,0,False
ME,70,415, 390-1881,no,no,48,219.8,62,18.68,193.5,105,8.71,10.7,8,2.89,3,False
NM,72,415, 412-5272,no,no,111,241.6,103,20.54,278.1,95,12.51,4.4,3,1.19,1,False
WV,66,415, 381-5680,no,no,120,230.3,110,19.58,153.0,82,6.89,8.6,3,2.32,1,False
MN,79,510, 420-6493,no,no,112,282.8,107,24.04,123.1,83,5.54,7.4,4,2.0,1,False
MI,61,408, 388-2010,no,no,102,326.1,96,27.72,201.9,73,9.09,10.1,8,2.73,1,True
CO,97,510, 358-4056,yes,no,131,261.3,136,22.21,157.1,96,7.07,6.8,4,1.84,0,False
HI,63,415, 330-7635,no,no,95,211.2,67,17.95,227.5,96,10.24,11.1,8,3.0,0,False
VT,77,408, 392-2572,no,yes,88,161.6,112,13.74,259.7,115,11.69,11.8,4,3.19,2,False
TX,73,408, 420-6548,no,no,97,96.8,89,8.23,243.1,84,10.94,16.2,13,4.37,1,False
VT,105,510, 373-7432,no,no,93,234.1,103,19.9,169.7,121,7.64,6.9,5,1.86,3,False
OR,159,408, 385-9556,no,no,103,193.4,148,16.44,251.2,109,11.3,13.4,5,3.62,0,False
NM,83,510, 365-6692,no,no,81,189.7,117,16.12,219.0,118,9.86,9.8,4,2.65,2,False
SD,93,510, 416-7735,no,no,108,230.9,70,19.63,144.1,134,6.48,13.2,4,3.56,0,False
MD,106,408, 379-6824,no,yes,83,244.4,70,20.77,132.4,99,5.96,9.1,6,2.46,1,False
UT,98,415, 364-1015,no,no,65,224.6,95,19.09,233.0,81,10.49,9.9,3,2.67,2,False
NJ,163,415, 419-2100,no,no,95,125.2,103,10.64,171.3,107,7.71,8.0,4,2.16,1,False
MA,169,408, 354-7187,no,yes,103,207.2,91,17.61,265.4,92,11.94,11.4,7,3.08,2,False
NV,111,415, 341-8937,no,no,56,157.6,101,13.4,188.2,116,8.47,12.4,1,3.35,1,True
TN,163,510, 349-6523,no,no,118,115.3,91,9.8,170.3,90,7.66,10.4,8,2.81,0,False
ME,57,510, 344-9632,no,no,99,214.1,98,18.2,241.0,64,10.85,7.5,7,2.03,1,False
AL,117,415, 410-6396,no,no,75,179.8,92,15.28,234.1,119,10.53,10.6,6,2.86,0,False
LA,85,408, 409-7595,no,no,57,110.7,111,9.41,113.3,113,5.1,12.8,4,3.46,1,False
AL,132,415, 412-1338,no,no,104,149.6,101,12.72,137.1,110,6.17,18.9,2,5.1,1,False
FL,190,415, 388-9782,no,no,95,228.3,88,19.41,243.6,95,10.96,7.6,3,2.05,3,False
FL,39,510, 352-2984,no,no,99,267.6,99,22.75,99.7,88,4.49,7.1,2,1.92,1,False
SC,84,415, 364-1173,no,no,132,164.4,117,13.97,165.1,123,7.43,0.0,0,0.0,1,False
ID,71,415, 363-3364,no,no,114,235.9,91,20.05,207.7,135,9.35,11.3,5,3.05,4,False
WY,114,415, 369-7164,no,no,86,176.5,99,15.0,187.1,83,8.42,13.8,2,3.73,1,False
NE,135,415, 332-1979,no,no,92,159.6,63,13.57,232.4,78,10.46,7.0,6,1.89,0,False
CO,93,415, 346-6439,no,no,104,205.5,95,17.47,182.5,107,8.21,9.6,6,2.59,2,False
VA,82,415, 335-9578,no,no,112,131.7,89,11.19,182.8,78,8.23,8.8,9,2.38,1,False
WV,64,415, 381-8901,no,no,110,171.9,97,14.61,105.2,56,4.73,7.3,2,1.97,0,True
AZ,76,408, 412-7113,no,yes,100,187.5,119,15.94,177.0,68,7.97,15.1,3,4.08,1,False
KS,112,415, 384-3793,no,no,126,212.7,106,18.08,208.3,92,9.37,7.9,3,2.13,1,False
NJ,113,408, 402-8337,yes,no,98,223.8,116,19.02,267.5,148,12.04,11.6,5,3.13,3,False
SD,137,415, 373-1223,no,no,119,167.3,89,14.22,175.1,76,7.88,6.1,4,1.65,5,True
ND,128,408, 332-5607,no,no,87,177.2,97,15.06,226.0,119,10.17,8.7,5,2.35,1,False
SC,84,415, 387-9616,no,no,119,144.1,123,12.25,268.2,100,12.07,9.9,5,2.67,2,False
ID,140,510, 418-2714,no,no,82,260.3,107,22.13,241.3,93,10.86,13.3,5,3.59,2,False
TX,106,415, 375-3233,no,no,96,193.7,93,16.46,219.5,113,9.88,7.7,2,2.08,2,False
SD,166,510, 367-9965,no,yes,86,170.6,119,14.5,201.5,124,9.07,11.3,12,3.05,1,False
TN,137,408, 413-6097,no,no,107,256.9,98,21.84,204.4,118,9.2,10.5,3,2.84,2,False
TN,161,415, 352-7899,no,no,90,186.4,102,15.84,219.2,90,9.86,9.3,2,2.51,1,False
DE,120,415, 402-2085,no,no,95,210.8,86,17.92,253.9,81,11.43,9.5,4,2.57,5,True
TN,187,510, 329-9151,no,yes,64,134.6,110,11.44,210.4,78,9.47,11.7,6,3.16,3,False
OR,102,415, 328-9400,no,yes,105,272.3,88,23.15,216.4,91,9.74,11.7,2,3.16,2,False
IA,82,408, 339-8651,no,no,111,303.5,88,25.8,189.8,115,8.54,10.3,6,2.78,0,False
MI,100,510, 394-8091,no,yes,95,189.9,126,16.14,201.3,113,9.06,11.7,4,3.16,0,False
AR,45,408, 335-5130,no,no,83,157.8,100,13.41,158.3,97,7.12,11.0,4,2.97,3,False
TN,114,415, 386-1651,no,no,95,168.3,104,14.31,153.1,109,6.89,9.1,2,2.46,1,False
WV,43,408, 380-5194,yes,no,92,235.8,121,20.04,111.8,95,5.03,13.8,5,3.73,1,True
IL,103,408, 391-4172,no,no,81,158.4,88,13.46,193.8,103,8.72,11.0,3,2.97,2,False
DE,57,510, 331-2913,no,no,91,240.8,56,20.47,277.0,100,12.47,9.5,3,2.57,2,False
NC,52,408, 346-7021,no,yes,88,139.0,100,11.82,141.9,141,6.39,5.7,10,1.54,3,False
IA,74,408, 387-6453,no,no,102,273.1,118,23.21,215.8,113,9.71,9.0,4,2.43,3,False
AL,74,408, 351-4935,no,yes,109,270.0,114,22.95,165.3,82,7.44,10.4,2,2.81,1,False
HI,40,415, 407-1209,yes,yes,117,262.8,110,22.34,202.0,97,9.09,10.9,5,2.94,0,False
PA,83,415, 394-5444,no,no,113,163.3,103,13.88,248.0,114,11.16,7.8,6,2.11,1,False
RI,102,510, 390-6701,no,no,133,166.8,94,14.18,225.2,105,10.13,6.8,8,1.84,1,False
LA,92,510, 335-5154,no,no,89,172.3,133,14.65,153.4,88,6.9,8.0,4,2.16,1,False
DC,79,408, 420-8847,no,yes,95,241.9,95,20.56,203.4,102,9.15,5.6,5,1.51,4,False
TN,110,510, 338-8582,no,no,100,279.6,76,23.77,239.8,107,10.79,13.5,9,3.65,1,True
AL,69,408, 405-5324,no,yes,104,320.6,128,27.25,161.7,120,7.28,9.7,7,2.62,1,False
IN,56,510, 351-3597,no,no,83,194.0,98,16.49,186.2,118,8.38,13.5,2,3.65,4,False
UT,133,510, 384-7176,no,no,86,234.6,97,19.94,264.8,139,11.92,14.8,4,4.0,3,True
FL,119,415, 361-7956,no,yes,81,283.3,105,24.08,243.8,136,10.97,10.7,3,2.89,1,False
VA,131,415, 376-5086,no,no,114,138.1,119,11.74,199.4,100,8.97,8.9,3,2.4,3,False
CT,60,415, 327-8514,no,yes,113,253.8,97,21.57,172.8,78,7.78,9.4,4,2.54,1,False
NC,118,415, 358-3379,no,no,115,135.3,79,11.5,208.3,131,9.37,7.5,5,2.03,0,False
PA,92,510, 397-9004,no,no,111,216.8,93,18.43,231.0,58,10.4,8.5,2,2.3,1,False
